Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos
2017-03-24 18:38:48.812,0.0,TCP,10499_51,80,192.168.200.8,56165,1,54,1,.A...F,32
2017-03-28 12:23:27.587,0.005,UDP,192.168.220.4,37803,DNS,53,2,160,1,......,0
2017-03-23 16:08:39.756,0.0,TCP,10106_93,80,192.168.220.6,55774,1,58,1,.A..S.,0
2017-03-22 06:18:30.001,0.254,TCP,10337_70,443,192.168.220.4,57738,7,6599,1,.AP.S.,32
2017-03-23 12:20:15.817,0.563,TCP,192.168.220.11,49794,10049_131,443,10,1523,1,.AP.S.,0
2017-03-23 16:17:46.975,0.033,UDP,DNS,53,192.168.220.16,37165,2,244,1,......,0
2017-03-24 16:33:40.638,0.0,TCP,192.168.220.9,44997,12129_155,443,1,66,1,.A....,0
2017-03-24 17:32:42.433,0.691,TCP,11049_49,443,192.168.210.5,65398,25,60463,1,.AP.S.,32
2017-03-22 08:55:25.239,0.0,TCP,10057_29,80,192.168.220.7,48945,1,862,1,.AP...,32
2017-03-23 05:55:57.962,0.0,TCP,10081_164,443,192.168.220.15,57799,1,66,1,.A....,0
2017-03-25 07:06:46.082,0.0,TCP,192.168.220.7,56938,10798_7,443,2,139,1,.AP..F,0
2017-03-22 20:13:00.816,0.0,TCP,10077_156,80,192.168.220.15,55238,1,78,1,.A....,32
2017-03-22 20:23:58.274,0.006,UDP,192.168.220.15,53000,DNS,53,2,158,1,......,0
2017-03-27 10:13:33.726,0.0,TCP,192.168.220.16,39500,10057_29,80,1,66,1,.A....,0
2017-03-23 16:25:26.675,0.02,TCP,10163_46,443,192.168.220.13,51174,3,193,1,.AP..F,0
2017-03-23 12:53:44.475,0.0,TCP,192.168.220.15,39258,10497_233,443,1,66,1,.A....,0
2017-03-22 14:03:58.310,0.0,TCP,192.168.220.4,42682,10315_252,80,1,66,1,.A....,0
2017-03-28 13:04:13.300,0.0,TCP,192.168.220.15,33616,13699_120,443,1,66,1,.A....,0
2017-03-23 14:40:17.352,0.0,TCP,192.168.220.10,39306,11273_188,443,1,66,1,.A....,0
2017-03-22 14:41:48.419,0.869,TCP,10060_27,80,192.168.200.5,54436,3,198,1,.A...F,32
2017-03-24 14:18:23.398,0.0,TCP,10073_64,80,192.168.220.12,55198,1,58,1,.A..S.,32
2017-03-24 06:13:01.057,0.0,TCP,10098_125,443,192.168.220.4,50556,1,66,1,.A....,32
2017-03-28 16:47:41.684,0.064,TCP,10295_67,443,192.168.220.16,40219,5,503,1,.AP.SF,32
2017-03-25 04:48:00.218,0.0,TCP,192.168.220.8,60861,192.168.100.5,445,2,174,1,.AP...,0
2017-03-22 22:23:31.202,0.0,TCP,10001_230,443,192.168.220.15,41385,1,462,1,.AP...,0
2017-03-23 12:22:09.820,0.0,TCP,11112_43,443,192.168.220.15,50658,1,66,1,.A....,32
2017-03-25 13:30:58.287,0.0,UDP,192.168.220.7,35067,DNS,53,2,170,1,......,0
2017-03-22 19:40:15.112,0.023,TCP,10793_130,443,192.168.220.15,44211,4,300,1,.APR.F,32
2017-03-23 14:39:19.885,0.0,TCP,192.168.220.12,45297,10587_194,80,1,66,1,.A....,0
2017-03-24 11:37:26.261,0.0,TCP,10272_216,80,192.168.220.13,48717,1,66,1,.A..S.,32
2017-03-27 13:47:28.108,0.0,TCP,10122_64,443,192.168.220.15,44673,1,54,1,.A....,32
2017-03-27 13:48:13.148,0.0,TCP,192.168.220.6,60658,10987_129,443,1,66,1,.A....,0
2017-03-22 06:24:23.534,0.0,TCP,192.168.210.5,59605,11442_143,80,1,55,1,.A....,0
2017-03-27 12:42:04.859,0.0,TCP,192.168.220.4,52102,14252_35,80,1,66,1,.A....,0
2017-03-27 11:56:32.532,0.0,TCP,10057_29,80,192.168.200.9,64472,1,66,1,.A....,32
2017-03-22 15:21:38.378,0.022,TCP,192.168.220.6,55993,10575_79,443,2,178,1,.AP...,0
2017-03-22 22:19:14.705,0.0,TCP,10296_225,443,192.168.220.15,53455,2,178,1,.AP...,32
2017-03-23 13:40:22.885,0.0,UDP,192.168.220.10,48141,DNS,53,1,75,1,......,0
2017-03-27 13:53:14.564,0.0,TCP,12338_27,80,192.168.220.13,56308,1,66,1,.A....,32
2017-03-22 06:55:06.511,0.084,TCP,10784_4,443,192.168.220.4,55250,3,343,1,.AP.S.,32
2017-03-22 10:09:15.164,0.0,TCP,10826_232,443,192.168.200.4,55308,1,66,1,.A....,32
2017-03-22 15:33:19.773,0.0,TCP,192.168.220.13,50421,10056_181,443,1,66,1,.A....,0
2017-03-27 13:10:31.813,0.0,TCP,10261_151,443,192.168.220.4,52073,1,66,1,.A....,32
2017-03-28 11:01:32.462,0.0,TCP,192.168.220.4,50511,10086_192,80,1,66,1,.A....,0
2017-03-28 06:12:25.594,0.094,TCP,10499_66,443,192.168.220.11,36441,22,32702,1,.AP...,32
2017-03-27 16:33:56.390,0.002,TCP,192.168.200.5,35380,192.168.100.5,445,2,174,1,.AP...,0
2017-03-27 12:53:50.878,0.0,TCP,192.168.210.4,50793,10026_175,80,1,55,1,.A....,0
2017-03-27 18:45:49.156,0.0,TCP,10001_232,80,192.168.220.15,59209,1,66,1,.A....,0
2017-03-22 22:17:13.782,0.026,TCP,10199_10,443,192.168.220.15,48045,5,354,1,.APR.F,32
2017-03-28 06:11:46.626,0.0,TCP,14211_189,80,192.168.220.9,47732,1,66,1,.A....,32
2017-03-27 06:11:40.246,0.0,TCP,11251_120,80,192.168.220.4,49740,1,66,1,.A....,32
2017-03-28 16:36:56.868,0.0,TCP,192.168.220.8,51298,10068_6,80,1,66,1,.A....,0
2017-03-23 16:10:28.397,0.0,TCP,10117_88,80,192.168.220.13,45583,2,132,1,.A...F,32
2017-03-22 16:17:55.925,0.059,TCP,10224_168,80,192.168.220.7,46204,24,52051,1,.AP.S.,32
2017-03-27 15:18:01.733,0.058,TCP,10784_4,443,192.168.220.16,59715,4,295,1,.AP..F,32
2017-03-24 16:36:20.761,0.047,TCP,192.168.200.8,60149,10119_15,80,5,865,1,.AP.SF,0
2017-03-24 10:21:35.111,0.031,TCP,192.168.220.14,54033,10499_35,443,3,848,1,.AP...,0
2017-03-27 13:08:27.106,0.03,TCP,11014_185,443,192.168.220.16,37096,6,842,1,.AP.S.,32
2017-03-27 13:46:24.070,0.0,TCP,192.168.220.16,39675,10499_33,80,1,66,1,.A....,0
2017-03-27 19:03:31.096,0.0,TCP,192.168.210.5,57454,10082_17,80,1,55,1,.A....,0
2017-03-28 08:00:26.957,0.002,TCP,192.168.220.16,48859,192.168.100.5,445,2,174,1,.AP...,0
2017-03-23 12:23:02.705,0.0,TCP,11316_21,443,192.168.220.11,42653,1,66,1,.A....,32
2017-03-27 10:37:10.294,0.0,UDP,192.168.220.8,53890,DNS,53,2,174,1,......,0
2017-03-27 11:16:53.897,0.047,UDP,192.168.220.13,38999,DNS,53,2,174,1,......,0
2017-03-23 19:29:36.467,0.017,TCP,192.168.210.5,56659,10073_64,443,3,215,1,.AP..F,0
2017-03-24 13:32:43.695,0.024,TCP,192.168.220.5,58172,10321_204,443,3,217,1,.APR.F,0
2017-03-28 17:25:07.882,0.0,TCP,192.168.200.8,64161,10068_2,80,1,55,1,.A....,0
2017-03-28 18:27:00.535,0.0,TCP,10170_30,443,192.168.220.14,33221,1,66,1,.A....,32
2017-03-22 19:58:24.712,0.0,TCP,15246_206,443,192.168.220.15,34358,1,66,1,.A....,32
2017-03-23 10:06:01.785,0.002,UDP,DNS,53,192.168.220.12,34609,2,264,1,......,0
2017-03-24 01:36:29.379,0.233,TCP,192.168.200.8,60894,EXT_SERVER,8082,2,319,1,.AP...,0
2017-03-22 15:19:21.863,0.023,TCP,192.168.220.6,47741,10068_2,443,5,453,1,.AP..F,0
2017-03-23 11:31:38.469,0.0,TCP,192.168.220.7,54866,10078_76,443,1,66,1,.A....,0
2017-03-28 14:31:19.197,0.037,TCP,192.168.210.4,50811,11548_192,80,2,120,1,.A..S.,0
2017-03-22 16:01:55.562,0.018,TCP,192.168.220.15,57715,15210_78,80,2,140,1,.A..S.,0
2017-03-27 07:14:22.001,0.367,TCP,192.168.210.5,62460,10341_141,443,4,515,1,.AP.S.,0
2017-03-23 12:19:39.195,0.0,TCP,10100_133,443,192.168.220.4,32992,1,54,1,.A...F,32
2017-03-24 15:41:01.331,0.0,TCP,192.168.220.12,49020,10082_31,80,1,66,1,.A....,0
2017-03-23 13:04:53.243,0.033,TCP,192.168.220.16,43703,10793_130,443,3,608,1,.AP...,0
2017-03-28 09:09:01.792,0.0,TCP,192.168.220.4,46969,10057_29,80,1,66,1,.A....,0
2017-03-22 08:49:31.642,3.494,TCP,192.168.220.11,40965,10796_85,443,69,13343,1,.AP.S.,0
2017-03-24 16:45:23.845,0.143,TCP,10026_175,80,192.168.220.12,41853,2,861,1,.AP...,32
2017-03-22 19:57:18.240,0.0,TCP,15210_78,80,192.168.220.15,48444,1,66,1,.A...F,32
2017-03-23 08:20:56.876,0.0,TCP,11214_254,443,192.168.220.11,57306,1,66,1,.A....,32
2017-03-24 13:33:52.783,0.004,UDP,192.168.220.5,45738,DNS,53,2,150,1,......,0
2017-03-22 20:58:17.319,0.069,TCP,192.168.220.15,55989,10296_226,443,5,1242,1,.AP...,0
2017-03-23 04:29:54.888,0.0,TCP,192.168.220.15,48316,11014_185,443,2,185,1,.AP..F,0
2017-03-22 17:18:48.725,0.003,TCP,192.168.220.11,42177,192.168.100.5,445,2,174,1,.AP...,0
2017-03-22 19:14:30.017,0.0,TCP,192.168.220.15,55079,10587_194,80,1,66,1,.A....,0
2017-03-27 12:01:26.134,0.001,TCP,192.168.220.6,60807,192.168.100.6,80,2,132,1,.A...F,0
2017-03-25 13:56:20.879,0.0,TCP,10166_19,80,192.168.220.14,36417,1,66,1,.A....,32
2017-03-27 18:37:53.418,0.0,TCP,10532_16,443,192.168.220.8,56046,7,6463,1,.AP...,32
2017-03-24 13:15:04.905,0.119,TCP,10996_13,443,192.168.220.15,49764,4,409,1,.AP.S.,32
2017-03-23 05:09:18.224,0.064,TCP,10499_78,443,192.168.220.15,59303,5,505,1,.AP...,32
2017-03-23 13:43:30.687,0.0,UDP,DNS,53,192.168.210.5,49362,1,88,1,......,0
2017-03-27 11:40:42.269,0.002,UDP,192.168.220.8,42658,DNS,53,2,146,1,......,0
2017-03-27 09:54:42.060,0.061,UDP,192.168.220.15,40061,DNS,53,2,166,1,......,0
2017-03-24 17:39:39.435,0.016,TCP,192.168.220.4,38925,10082_172,443,3,229,1,.AP..F,0
2017-03-22 14:51:10.186,0.0,TCP,10022_249,443,192.168.220.15,47891,1,66,1,.A....,32
2017-03-23 13:19:22.042,0.029,TCP,192.168.220.5,55496,10057_29,80,4,703,1,.AP.S.,0
2017-03-23 16:27:26.440,0.223,TCP,192.168.220.4,45083,10784_4,443,27,2438,1,.AP.S.,0
2017-03-22 21:48:57.424,0.0,TCP,192.168.220.15,54449,10022_249,80,1,66,1,.A....,0
2017-03-23 14:09:04.357,0.099,TCP,10667_208,443,192.168.220.7,57579,38,78760,1,.AP.S.,32
2017-03-22 06:17:15.446,0.0,TCP,11614_251,443,192.168.220.11,41298,1,66,1,.A....,32
2017-03-24 10:02:46.584,0.0,TCP,10063_33,80,192.168.200.8,58098,1,66,1,.A....,32
2017-03-22 07:25:56.853,0.0,UDP,192.168.210.5,63999,DNS,53,1,75,1,......,0
2017-03-28 12:26:52.376,0.0,TCP,192.168.220.15,47046,10068_66,80,1,66,1,.A....,0
2017-03-23 16:19:27.061,0.0,TCP,192.168.220.16,36588,10499_46,80,1,66,1,.A....,0
2017-03-27 18:36:55.668,0.195,TCP,10784_4,443,192.168.220.15,57791,15,24121,1,.AP.S.,32
2017-03-27 12:19:30.026,0.025,TCP,192.168.220.15,33411,10499_42,80,2,132,1,.A...F,0
2017-03-23 10:16:48.071,0.0,TCP,192.168.200.8,49697,11862_11,443,1,55,1,.A....,0
2017-03-27 17:52:16.136,0.0,TCP,192.168.210.5,59521,10057_29,80,1,55,1,.A....,0
2017-03-28 16:38:00.758,0.439,TCP,192.168.220.16,57562,10072_39,80,4,783,1,.AP.SF,0
2017-03-27 15:47:00.325,0.002,UDP,DNS,53,192.168.220.4,49648,2,289,1,......,0
2017-03-28 18:28:29.236,0.035,UDP,192.168.220.14,50672,DNS,53,2,156,1,......,0
2017-03-23 11:38:10.258,0.106,TCP,192.168.200.8,57536,10004_10,443,2,166,1,.AP...,0
2017-03-28 16:01:21.122,0.0,TCP,10063_33,80,192.168.210.4,55200,1,66,1,.A....,32
2017-03-24 17:01:46.882,0.0,TCP,10095_80,80,192.168.220.16,51168,1,66,1,.A....,32
2017-03-24 11:44:33.974,0.0,TCP,192.168.220.5,44063,10091_132,80,1,66,1,.A....,0
2017-03-23 09:04:15.448,1.151,TCP,192.168.220.13,39603,10318_7,443,14,4797,1,.AP.S.,0
2017-03-22 21:24:12.890,0.257,TCP,10619_191,443,192.168.220.15,44188,5,11915,1,.AP...,0
2017-03-23 12:34:59.363,0.0,UDP,DNS,53,192.168.220.4,43015,2,251,1,......,0
2017-03-28 10:54:00.285,0.0,TCP,192.168.200.4,44570,10107_10,80,1,66,1,.A...F,0
2017-03-23 15:30:47.946,0.012,UDP,DNS,53,192.168.220.9,44424,2,398,1,......,0
2017-03-28 10:32:10.631,0.085,TCP,10163_21,443,192.168.200.4,48792,4,365,1,.AP.S.,0
2017-03-22 15:56:45.492,0.003,UDP,192.168.220.15,44473,DNS,53,2,168,1,......,0
2017-03-27 15:45:40.226,0.0,TCP,10222_218,443,192.168.220.4,58272,1,1303,1,.AP...,32
2017-03-23 00:16:09.526,0.0,UDP,192.168.220.15,40125,DNS,53,2,160,1,......,0
2017-03-24 13:52:32.601,0.0,TCP,192.168.220.10,38317,10591_216,80,1,54,1,.A....,0
2017-03-22 17:24:18.694,0.0,TCP,10118_111,443,192.168.220.4,44611,1,66,1,.A....,32
2017-03-22 23:43:19.054,0.0,TCP,10667_208,443,192.168.220.15,39088,1,112,1,.AP...,32
2017-03-22 17:17:24.447,0.02,TCP,192.168.220.15,50631,15210_78,80,2,132,1,.A...F,0
2017-03-24 13:50:57.204,0.952,TCP,10158_155,80,192.168.220.5,58317,5,1589,1,.AP.S.,32
2017-03-28 18:29:26.675,0.0,TCP,11251_120,80,192.168.220.14,47423,1,66,1,.A....,32
2017-03-28 10:53:35.768,0.0,UDP,192.168.220.11,137,192.168.220.255,137,1,92,1,......,0
2017-03-23 05:09:32.732,0.0,TCP,192.168.220.15,60781,10081_164,443,1,66,1,.A....,0
2017-03-28 13:26:05.351,0.073,TCP,10793_162,443,192.168.220.15,60809,4,895,1,.AP...,32
2017-03-27 08:45:42.643,0.0,TCP,192.168.220.13,52238,10108_7,80,1,66,1,.A....,0
2017-03-24 09:55:18.173,0.0,TCP,12293_1,443,192.168.220.16,45135,3,162,1,.A.R..,32
2017-03-27 13:37:06.298,0.0,TCP,192.168.220.15,45230,10499_46,80,1,66,1,.A....,0
2017-03-25 08:28:57.892,0.004,TCP,192.168.220.10,43644,192.168.100.5,445,2,174,1,.AP...,0
2017-03-24 14:10:55.571,0.0,TCP,192.168.100.5,445,192.168.220.7,57669,1,108,1,.AP...,0
2017-03-22 23:46:50.412,0.0,UDP,192.168.100.4,43718,DNS,53,1,74,1,......,0
2017-03-27 12:59:37.199,0.087,TCP,10199_162,443,192.168.220.15,53470,4,378,1,.AP...,32
2017-03-23 14:02:16.531,0.04,TCP,192.168.220.13,60768,10429_162,443,2,537,1,.AP...,0
2017-03-24 17:42:34.328,0.039,UDP,DNS,53,192.168.220.15,59577,2,535,1,......,0
2017-03-24 15:40:48.649,0.0,TCP,192.168.220.4,49460,10223_4,80,1,66,1,.A....,0
2017-03-23 14:22:11.797,0.0,TCP,10270_27,80,192.168.220.5,44943,1,54,1,.A....,32
2017-03-28 15:28:25.694,0.0,UDP,192.168.220.15,58963,DNS,53,2,152,1,......,0
2017-03-22 19:57:55.833,0.0,TCP,10315_252,80,192.168.220.9,47785,1,66,1,.A....,0
2017-03-23 06:18:57.226,0.298,TCP,192.168.220.15,52828,10619_191,443,10,1083,1,.AP...,0
2017-03-24 13:06:13.940,0.0,TCP,15634_222,443,192.168.220.16,47104,2,163,1,.AP..F,32
2017-03-24 14:02:34.152,0.0,TCP,192.168.220.16,35825,11896_196,443,1,66,1,.A....,0
2017-03-27 11:18:11.864,0.064,TCP,10499_46,443,192.168.220.15,43038,5,506,1,.AP...,32
2017-03-22 16:31:58.927,0.0,UDP,192.168.220.15,48915,DNS,53,1,84,1,......,0
2017-03-28 13:22:27.164,0.0,TCP,192.168.220.16,39281,10081_164,443,1,66,1,.A....,0
2017-03-23 09:01:30.574,0.0,UDP,DNS,53,192.168.200.8,60226,1,160,1,......,0
2017-03-24 13:40:49.462,0.0,TCP,10056_248,443,192.168.220.16,56760,1,66,1,.A....,32
2017-03-23 15:41:45.346,0.0,TCP,10678_165,80,192.168.220.13,42345,1,54,1,.A....,32
2017-03-23 12:20:59.212,0.0,TCP,10789_31,443,192.168.220.4,60127,1,66,1,.A....,0
2017-03-24 19:26:08.213,0.0,TCP,10499_51,80,192.168.200.8,58322,1,66,1,.A....,32
2017-03-28 17:42:46.914,0.934,TCP,192.168.200.8,51614,10081_164,443,9,1250,1,.AP.S.,0
2017-03-23 15:40:37.369,0.0,TCP,192.168.220.13,58127,11176_239,80,1,66,1,.A....,0
2017-03-27 12:55:08.000,0.0,TCP,192.168.220.6,58637,11156_192,80,1,54,1,.A....,0
2017-03-23 14:39:17.832,0.0,TCP,192.168.220.10,33459,10321_204,443,1,66,1,.A....,0
2017-03-28 09:29:57.015,0.115,TCP,10222_199,443,192.168.220.9,46688,4,448,1,.AP.S.,32
2017-03-22 10:12:33.174,1.666,TCP,10057_29,80,192.168.220.15,59164,5,2726,1,.AP.S.,32
2017-03-27 13:43:28.791,0.013,TCP,192.168.220.9,36267,10060_27,80,2,132,1,.A...F,0
2017-03-22 22:53:46.161,0.186,TCP,10796_85,443,192.168.220.15,54016,3,377,1,.AP.S.,32
2017-03-23 09:56:16.502,0.0,TCP,10969_99,443,192.168.220.7,51560,1,66,1,.A....,32
2017-03-23 19:30:58.117,0.0,TCP,10077_156,80,192.168.210.5,55980,1,66,1,.A....,32
2017-03-24 13:18:36.235,1.18,TCP,192.168.220.13,39125,10163_46,80,10,1800,1,.AP.SF,0
2017-03-28 12:02:25.821,0.0,TCP,192.168.100.5,445,192.168.220.15,46935,1,108,1,.AP...,0
2017-03-24 12:47:12.683,0.0,TCP,10499_40,80,192.168.200.8,55979,1,66,1,.A..S.,32
2017-03-27 13:32:32.361,0.0,TCP,192.168.220.15,40935,10060_27,80,1,66,1,.A....,0
2017-03-23 02:26:13.179,0.0,TCP,EXT_SERVER,8082,192.168.200.9,54695,1,200,1,.AP...,32
2017-03-22 16:06:58.044,0.023,TCP,192.168.220.15,50395,10001_232,80,2,1196,1,.AP...,0
2017-03-28 10:58:43.049,0.0,UDP,192.168.200.9,50228,DNS,53,1,74,1,......,0
2017-03-22 10:24:50.597,0.287,TCP,192.168.210.4,65059,11575_151,8088,2,108,1,.A...F,0
2017-03-27 13:18:06.686,0.0,TCP,192.168.210.5,49720,10642_43,443,1,55,1,.A....,0
2017-03-23 19:17:42.475,0.0,UDP,192.168.210.4,138,192.168.210.255,138,1,243,1,......,0
2017-03-27 11:46:52.478,0.0,TCP,10075_226,80,192.168.220.6,53544,1,66,1,.A...F,32
2017-03-27 12:23:35.981,0.171,TCP,192.168.220.8,36207,10145_115,443,10,1401,1,.AP.S.,0
2017-03-24 17:13:48.789,0.0,TCP,10081_164,443,192.168.220.15,40196,1,66,1,.A....,0
2017-03-22 16:25:40.069,0.015,TCP,10057_29,80,192.168.220.15,36918,2,132,1,.A...F,32
2017-03-27 19:16:50.442,0.0,TCP,192.168.220.9,52467,10056_251,443,1,66,1,.A....,0
2017-03-27 11:33:32.398,1.759,TCP,10499_46,443,192.168.220.15,50993,51,89414,1,.AP...,32
2017-03-28 03:27:18.286,0.0,UDP,DNS,53,192.168.210.4,58605,1,91,1,......,0
2017-03-27 16:16:35.500,0.0,TCP,192.168.220.15,47316,10062_127,443,1,66,1,.A....,0
2017-03-25 12:59:55.870,0.0,TCP,10472_48,80,192.168.220.7,33957,1,54,1,.A...F,32
2017-03-27 10:46:49.723,0.0,TCP,192.168.220.9,44515,10057_29,80,1,66,1,.A....,0
2017-03-23 15:47:44.004,0.02,TCP,10522_113,443,192.168.220.13,50418,3,193,1,.AP..F,32
2017-03-24 15:15:14.442,0.0,TCP,192.168.220.8,33692,11517_157,443,1,66,1,.A....,0
2017-03-28 18:33:26.790,0.0,TCP,11184_35,443,192.168.220.15,32930,4,295,1,.AP..F,32
2017-03-27 15:40:06.407,0.0,TCP,10081_164,80,192.168.220.14,58148,1,66,1,.A....,0
2017-03-24 17:13:29.137,0.106,TCP,192.168.200.8,50859,10118_55,80,5,800,1,.AP.SF,0
2017-03-24 16:42:06.117,0.0,TCP,10082_42,443,192.168.220.12,35732,1,66,1,.A....,32
2017-03-25 13:46:38.203,0.02,TCP,192.168.220.14,40199,10824_142,80,2,140,1,.A..S.,0
2017-03-24 09:54:27.713,0.0,TCP,192.168.220.16,34382,10901_84,80,1,66,1,.A....,0
2017-03-24 15:03:35.119,0.257,TCP,10117_94,443,192.168.220.6,37652,12,5770,1,.AP.SF,32
2017-03-27 18:26:48.556,0.039,TCP,192.168.220.14,53601,10109_187,443,2,831,1,.AP...,0
2017-03-24 18:26:09.767,0.0,TCP,192.168.210.5,52117,10057_30,443,1,54,1,.A.R..,0
2017-03-24 08:24:30.887,0.0,TCP,10261_183,443,192.168.220.6,35484,1,66,1,.A...F,32
2017-03-28 16:31:22.322,0.0,TCP,11744_27,80,192.168.200.9,60669,1,66,1,.A....,0
2017-03-24 13:08:48.366,0.0,TCP,192.168.220.5,52167,10001_232,80,1,66,1,.A....,0
2017-03-22 09:42:19.230,0.0,TCP,10056_216,443,192.168.220.6,50768,1,66,1,.A....,32
2017-03-24 18:20:48.016,0.0,TCP,10056_29,443,192.168.220.9,45765,1,66,1,.A....,32
2017-03-24 14:28:47.142,0.001,UDP,DNS,53,192.168.220.11,56497,2,372,1,......,0
2017-03-27 15:27:36.941,0.142,TCP,192.168.220.8,39720,10110_13,80,4,663,1,.AP.S.,0
2017-03-23 14:35:03.231,0.264,TCP,192.168.220.7,50505,10132_239,80,7,893,1,.AP.SF,0
2017-03-27 15:23:33.523,0.293,TCP,10784_4,443,192.168.210.5,53528,14,24823,1,.AP.S.,32
2017-03-28 17:18:40.849,0.047,TCP,10619_191,443,192.168.220.15,49040,4,422,1,.AP.S.,0
2017-03-23 14:17:46.244,0.0,TCP,192.168.220.7,33413,10081_164,80,1,66,1,.A....,0
2017-03-23 09:45:44.963,0.0,TCP,11263_71,80,192.168.220.9,60822,1,66,1,.A....,32
2017-03-22 14:04:41.678,0.018,TCP,192.168.220.4,58853,10056_187,443,3,229,1,.AP..F,0
2017-03-28 16:07:56.562,0.541,TCP,192.168.220.11,53023,10043_254,80,6,564,1,.AP.SF,0
2017-03-28 17:43:59.696,0.0,TCP,192.168.200.8,51650,10026_249,443,1,55,1,.A....,0
2017-03-25 13:04:51.725,0.035,UDP,DNS,53,192.168.220.7,43291,2,252,1,......,0
2017-03-22 16:15:48.778,0.0,TCP,10695_32,443,192.168.220.15,47514,1,100,1,.AP...,32
2017-03-28 06:02:12.719,0.033,TCP,10107_215,443,192.168.220.11,39215,4,295,1,.AP..F,32
2017-03-23 02:12:00.675,0.001,TCP,192.168.220.15,43319,11014_185,443,3,198,1,.A...F,0
2017-03-28 14:54:41.425,0.986,TCP,192.168.200.9,55516,10867_112,443,10,2168,1,.AP.S.,0
2017-03-24 16:55:19.800,0.0,TCP,10323_178,80,192.168.200.8,64301,1,66,1,.A....,32
2017-03-27 10:50:59.753,0.394,TCP,10305_147,443,192.168.220.14,37218,10,7320,1,.AP...,32
2017-03-22 16:15:01.039,0.0,TCP,192.168.220.15,55770,10085_31,443,1,66,1,.A...F,0
2017-03-27 13:11:56.370,0.081,TCP,14394_69,443,192.168.220.15,34672,4,424,1,.AP.S.,0
2017-03-28 09:29:57.904,0.001,UDP,DNS,53,192.168.200.5,37277,2,294,1,......,0
2017-03-26 19:27:49.777,0.0,TCP,192.168.100.5,445,192.168.220.4,45799,1,108,1,.AP...,0
2017-03-23 11:11:28.057,0.015,TCP,192.168.220.4,60036,10594_53,443,2,149,1,.AP...,0
2017-03-28 17:59:20.510,0.0,UDP,192.168.220.14,57147,DNS,53,2,144,1,......,0
2017-03-27 17:44:17.492,0.003,TCP,10244_252,443,192.168.200.8,65381,3,162,1,.A...F,32
2017-03-24 16:09:19.550,0.0,TCP,10012_25,80,192.168.220.9,50078,1,66,1,.A...F,32
2017-03-28 08:19:56.985,0.0,TCP,192.168.220.15,41516,10086_192,80,1,66,1,.A....,0
2017-03-27 15:30:33.447,1.38,TCP,11470_190,443,192.168.200.8,61783,11,6982,1,.AP.S.,32
2017-03-23 20:00:03.231,0.0,UDP,192.168.220.14,137,192.168.220.255,137,1,92,1,......,0
2017-03-23 18:47:29.278,0.022,TCP,192.168.220.15,56136,10667_208,443,2,178,1,.AP...,0
2017-03-28 08:14:31.686,0.0,TCP,10279_224,443,192.168.220.11,56344,1,54,1,.A....,32
2017-03-26 15:24:21.110,0.0,TCP,10187_115,443,192.168.200.8,57641,1,66,1,.A....,32
2017-03-27 12:45:19.301,0.0,TCP,10057_29,80,192.168.220.8,39384,1,66,1,.A....,32
2017-03-22 16:57:50.350,0.301,TCP,10619_191,443,192.168.220.15,42456,5,11701,1,.AP...,0
2017-03-27 09:13:29.490,0.022,TCP,192.168.220.4,43850,14252_37,443,2,132,1,.A...F,0
2017-03-24 15:08:00.475,0.349,TCP,192.168.200.8,53811,10163_46,443,9,2268,1,.AP.S.,0
2017-03-23 10:20:46.465,0.0,TCP,192.168.220.7,48434,10278_34,80,1,66,1,.A....,0
2017-03-23 01:40:46.650,0.014,TCP,10060_27,80,192.168.220.15,58261,4,2053,1,.AP.S.,32
2017-03-23 16:20:45.582,0.081,TCP,192.168.200.9,56423,EXT_SERVER,8000,6,646,1,.AP.SF,0
2017-03-27 11:26:12.232,0.0,TCP,10321_204,443,192.168.220.16,52416,1,66,1,.A....,0
2017-03-22 23:37:13.649,0.071,TCP,14241_206,443,192.168.220.15,39310,5,506,1,.AP...,32
2017-03-23 03:11:20.034,0.066,TCP,10296_238,443,192.168.220.15,41847,5,516,1,.AP...,32
2017-03-28 16:36:52.768,0.019,TCP,10097_50,80,192.168.220.8,41832,2,108,1,.A...F,32
2017-03-28 17:57:48.498,0.909,TCP,11496_39,80,192.168.220.15,43148,2,132,1,.A...F,32
2017-03-23 15:03:40.441,0.019,TCP,192.168.220.12,58783,10874_23,80,2,128,1,.A..S.,0
2017-03-28 14:50:55.692,0.0,TCP,192.168.220.15,33563,10875_6,443,1,66,1,.A....,0
2017-03-24 16:21:19.593,1.411,TCP,192.168.220.15,41892,10635_192,443,3,1052,1,.AP...,0
2017-03-27 16:53:56.988,0.015,TCP,10447_157,443,192.168.220.8,54914,6,6659,1,.AP...,32
2017-03-23 17:27:13.045,0.0,TCP,10394_149,443,192.168.220.15,44087,1,66,1,.A....,32
2017-03-28 18:55:32.004,0.0,TCP,10068_14,80,192.168.220.15,34952,1,66,1,.A....,32
2017-03-27 11:42:36.832,0.0,TCP,192.168.220.8,57802,10057_29,80,1,66,1,.A....,0
2017-03-23 10:26:28.433,0.015,TCP,10060_27,80,192.168.220.4,46517,4,2083,1,.AP.S.,32
