CompanyId,Industry,PeriodIndex,Revenue,COGS,GrossProfit,NetProfit,Purchases,Cash_Begin,Cash_End,Inventory_Begin,Inventory_End,AccountsReceivable,OtherAssets,TotalAssets,TotalLiabilities,TotalEquity,InventoryNetInflow,InventoryToAssetsBp,ReceivableToRevenueBp
CONS030,consulting,4,18525,10566,7959,4243,10567,5586,3970,262,263,4115,10699,19047,10003,9044,1,138,2221
CONS030,consulting,5,18646,10464,8182,2443,10471,3970,5057,263,270,4105,9740,19172,10069,9103,7,141,2202
CONS030,consulting,6,19153,10944,8209,4142,10967,5057,3246,270,293,4529,11625,19693,10342,9351,23,149,2365
CONS030,consulting,7,19351,10854,8497,4061,10838,3246,2853,293,277,4486,12281,19897,10450,9447,-16,139,2318
CONS030,consulting,8,19921,11151,8770,4499,11173,2853,4820,277,299,4547,10817,20483,10757,9726,22,146,2283
CONS031,consulting,1,22968,11731,11237,5462,11735,3563,3573,340,344,6610,12375,22902,13129,9773,4,150,2878
CONS031,consulting,2,23823,12161,11662,6276,12159,3573,5999,344,342,7047,10367,23755,13618,10137,-2,144,2958
CONS031,consulting,3,25040,12597,12443,4880,12621,5999,7704,342,366,7328,9570,24968,14313,10655,24,147,2927
CONS031,consulting,4,25700,13165,12535,6096,13196,7704,4738,366,397,7339,13152,25626,14690,10936,31,155,2856
CONS031,consulting,5,26909,13581,13328,4679,13575,4738,6139,397,391,7946,12356,26832,15382,11450,-6,146,2953
CONS031,consulting,6,28161,14237,13924,6455,14243,6139,6278,391,397,8006,13399,28080,16097,11983,6,141,2843
CONS031,consulting,7,29281,15166,14115,3660,15196,6278,5397,397,427,8702,14671,29197,16738,12459,30,146,2972
CONS031,consulting,8,30852,15982,14870,7583,16025,5397,8037,427,470,8794,13463,30764,17636,13128,43,153,2850
CONS032,consulting,1,48522,23337,25185,11918,23372,10422,11088,462,497,12505,26775,50865,29267,21598,35,98,2577
CONS032,consulting,2,49424,24369,25055,8891,24393,11088,12418,497,521,12912,25959,51810,29811,21999,24,101,2612
CONS032,consulting,3,49859,23969,25890,9052,23975,12418,7749,521,527,13135,30855,52266,30073,22193,6,101,2634
CONS032,consulting,4,50146,24815,25331,13855,24752,7749,6845,527,464,12358,32900,52567,30247,22320,-63,88,2464
CONS032,consulting,5,50184,24241,25943,11396,24281,6845,16184,464,504,13073,22846,52607,30270,22337,40,96,2605
CONS032,consulting,6,51086,24927,26159,9256,24947,16184,11628,504,524,12974,28426,53552,30813,22739,20,98,2540
CONS032,consulting,7,51576,24939,26637,8628,24905,11628,16419,524,490,12795,24362,54066,31109,22957,-34,91,2481
CONS032,consulting,8,52141,25305,26836,12868,25362,16419,9996,490,547,12856,31259,54658,31450,23208,57,100,2466
CONS033,consulting,1,23341,13850,9491,2757,13868,6842,6936,363,381,7423,12745,27485,15360,12125,18,139,3180
CONS033,consulting,2,23689,14123,9566,3030,14120,6936,5713,381,378,7280,14524,27895,15589,12306,-3,136,3073
CONS033,consulting,3,24416,14639,9777,4675,14670,5713,6015,378,409,7727,14600,28751,16067,12684,31,142,3165
CONS033,consulting,4,25157,14929,10228,4179,14946,6015,7029,409,426,7935,14233,29623,16555,13068,17,144,3154
CONS033,consulting,5,26156,15751,10405,5478,15748,7029,6597,426,423,8244,15536,30800,17212,13588,-3,137,3152
CONS033,consulting,6,27060,15910,11150,3513,15921,6597,4118,423,434,8367,18945,31864,17807,14057,11,136,3092
CONS033,consulting,7,27406,16346,11060,2872,16368,4118,7395,434,456,8776,15644,32271,18035,14236,22,141,3202
CONS033,consulting,8,27566,16217,11349,3948,16188,7395,7967,456,427,8769,15297,32460,18140,14320,-29,132,3181
CONS034,consulting,1,55101,30639,24462,7953,30736,17479,16667,784,881,11166,34657,63371,27141,36230,97,139,2026
CONS034,consulting,2,58529,32988,25541,13534,33087,16667,11361,881,980,12532,42440,67313,28830,38483,99,146,2141
CONS034,consulting,3,61482,34351,27131,14805,34362,11361,25426,980,991,12647,31645,70709,30284,40425,11,140,2057
CONS034,consulting,4,65080,36397,28683,11880,36451,25426,19275,991,1045,13232,41295,74847,32057,42790,54,140,2033
CONS034,consulting,5,68161,38296,29865,10455,38363,19275,15659,1045,1112,14443,47177,78391,33574,44817,67,142,2119
CONS034,consulting,6,69898,39773,30125,9591,39859,15659,24483,1112,1198,14387,40321,80389,34430,45959,86,149,2058
CONS034,consulting,7,71957,41138,30819,13769,41102,24483,15618,1198,1162,14424,51553,82757,35444,47313,-36,140,2005
CONS034,consulting,8,72839,41603,31236,15763,41653,15618,13406,1162,1212,14374,54779,83771,35879,47892,50,145,1973
CONS035,consulting,1,11733,6313,5420,1599,6335,4118,4139,159,181,2838,7756,14914,5816,9098,22,121,2419
CONS035,consulting,2,11926,6269,5657,2224,6262,4139,3136,181,174,2825,9024,15159,5911,9248,-7,115,2369
CONS035,consulting,3,12054,6512,5542,1416,6511,3136,3436,174,173,2954,8759,15322,5975,9347,-1,113,2451
CONS035,consulting,4,12347,6559,5788,2683,6573,3436,2253,173,187,3051,10203,15694,6120,9574,14,119,2471
CONS035,consulting,5,12662,6727,5935,1882,6719,2253,3719,187,179,2934,9263,16095,6276,9819,-8,111,2317
CONS035,consulting,6,12964,6976,5988,1859,6995,3719,5596,179,198,3233,7452,16479,6426,10053,19,120,2494
CONS035,consulting,7,13056,6869,6187,2963,6874,5596,5899,198,203,3017,7476,16595,6471,10124,5,122,2311
CONS035,consulting,8,13480,7083,6397,3230,7078,5899,4612,203,198,3133,9191,17134,6681,10453,-5,116,2324
CONS036,consulting,1,15986,8410,7576,2604,8411,5301,5738,222,223,4183,9773,19917,12329,7588,1,112,2617
CONS036,consulting,2,16390,8787,7603,3575,8793,5738,3382,223,229,4431,12378,20420,12640,7780,6,112,2703
CONS036,consulting,3,17071,9109,7962,3468,9131,3382,7123,229,251,4376,9519,21269,13165,8104,22,118,2563
CONS036,consulting,4,17536,9269,8267,2286,9281,7123,6031,251,263,4463,11091,21848,13524,8324,12,120,2545
CONS036,consulting,5,17921,9650,8271,2775,9637,6031,4334,263,250,4777,12967,22328,13821,8507,-13,112,2666
CONS036,consulting,6,18619,9893,8726,4676,9917,4334,6240,250,274,4849,11835,23198,14359,8839,24,118,2604
CONS036,consulting,7,18992,9980,9012,2666,9972,6240,6614,274,266,4830,11952,23662,14647,9015,-8,112,2543
CONS036,consulting,8,19104,10222,8882,3325,10210,6614,5694,266,254,4973,12881,23802,14733,9069,-12,107,2603
CONS037,consulting,1,27433,16166,11267,5556,16190,7682,7930,232,256,7302,17721,33209,20243,12966,24,77,2662
CONS037,consulting,2,27251,15942,11309,3167,15935,7930,9802,256,249,7269,15668,32988,20109,12879,-7,75,2667
CONS037,consulting,3,27952,16573,11379,3817,16593,9802,10012,249,269,7647,15909,33837,20626,13211,20,79,2736
CONS037,consulting,4,28867,16696,12171,4667,16726,10012,8532,269,299,7481,18632,34944,21301,13643,30,86,2592
CONS037,consulting,5,29372,17267,12105,4670,17273,8532,11139,299,305,7596,16516,35556,21674,13882,6,86,2586
CONS037,consulting,6,29826,17466,12360,3575,17470,11139,4603,305,309,7987,23206,36105,22009,14096,4,86,2678
CONS037,consulting,7,30992,18254,12738,4803,18237,4603,12512,309,292,8062,16651,37517,22869,14648,-17,78,2601
CONS037,consulting,8,32094,18541,13553,6883,18537,12512,8520,292,288,8614,21429,38851,23683,15168,-4,74,2684
CONS038,consulting,1,35598,21102,14496,6581,21190,12391,13727,629,717,8059,25220,47723,28051,19672,88,150,2264
CONS038,consulting,2,36205,21278,14927,5350,21316,13727,15985,717,755,8389,23408,48537,28529,20008,38,156,2317
CONS038,consulting,3,37114,21892,15222,3984,21925,15985,12072,755,788,8508,28387,49755,29245,20510,33,158,2292
CONS038,consulting,4,37560,22140,15420,7588,22137,12072,17724,788,785,8451,23393,50353,29597,20756,-3,156,2250
CONS038,consulting,5,38442,22370,16072,5665,22386,17724,8237,785,801,9312,33186,51536,30292,21244,16,155,2422
CONS038,consulting,6,39474,23082,16392,4167,23058,8237,18366,801,777,9262,24514,52919,31105,21814,-24,147,2346
CONS038,consulting,7,40212,23832,16380,5441,23841,18366,7031,777,786,9136,36956,53909,31687,22222,9,146,2272
CONS038,consulting,8,40791,24075,16716,5879,24110,7031,11048,786,821,9385,33431,54685,32143,22542,35,150,2301
CONS039,consulting,1,47346,29124,18222,8736,29135,20957,22369,463,474,9839,31061,63743,24223,39520,11,74,2078
CONS039,consulting,2,49279,30097,19182,5338,30115,22369,24861,474,492,10394,30598,66345,25212,41133,18,74,2109
CONS039,consulting,3,51610,32109,19501,9381,32171,24861,22984,492,554,9962,35984,69484,26405,43079,62,80,1930
CONS039,consulting,4,53905,32878,21027,7869,32838,22984,9991,554,514,10665,51404,72574,27579,44995,-40,71,1978
CONS039,consulting,5,55879,34611,21268,10928,34665,9991,14661,514,568,11223,48779,75231,28589,46642,54,76,2008
CONS039,consulting,6,58657,36181,22476,8436,36201,14661,15112,568,588,11872,51399,78971,30010,48961,20,74,2024
CONS039,consulting,7,61117,37967,23150,8659,37995,15112,27492,588,616,12447,41728,82283,31269,51014,28,75,2037
CONS039,consulting,8,62793,38186,24607,12339,38262,27492,13591,616,692,13293,56964,84540,32126,52414,76,82,2117
CONS040,consulting,1,38376,20905,17471,7501,20915,4689,4923,370,380,11209,23989,40501,15379,25122,10,94,2921
CONS040,consulting,2,38625,20980,17645,9147,20943,4923,5857,380,343,11961,22603,40764,15479,25285,-37,84,3097
CONS040,consulting,3,38966,21212,17754,5271,21255,5857,5266,343,386,11681,23791,41124,15615,25509,43,94,2998
CONS040,consulting,4,40419,22088,18331,9655,22113,5266,5307,386,411,12148,24791,42657,16197,26460,25,96,3006
CONS040,consulting,5,41184,22194,18990,6771,22207,5307,8801,411,424,12240,22000,43465,16504,26961,13,98,2972
CONS040,consulting,6,42008,23135,18873,8711,23140,8801,5355,424,429,12434,26116,44334,16834,27500,5,97,2960
CONS040,consulting,7,42242,22950,19292,5367,22912,5355,13635,429,391,12843,17712,44581,16928,27653,-38,88,3040
CONS040,consulting,8,43309,23376,19933,7186,23371,13635,10095,391,386,12877,22349,45707,17356,28351,-5,84,2973
RETL001,retail,1,65819,51092,14727,6041,51518,14515,15003,12031,12457,3330,41898,72688,42512,30176,426,1714,506
RETL001,retail,2,68457,53255,15202,4068,54070,15003,16322,12457,13272,3770,42238,75602,44216,31386,815,1756,551
RETL001,retail,3,71467,55065,16402,6866,55364,16322,11639,13272,13571,3435,50281,78926,46160,32766,299,1719,481
RETL001,retail,4,74930,58307,16623,7292,59140,11639,21413,13571,14404,4183,42750,82750,48396,34354,833,1741,558
RETL001,retail,5,78770,60874,17896,7460,61713,21413,14613,14404,15243,3741,53394,86991,50877,36114,839,1752,475
RETL001,retail,6,83273,64612,18661,6563,65153,14613,26037,15243,15784,4082,46061,91964,53785,38179,541,1716,490
RETL001,retail,7,86144,67604,18540,5746,68505,26037,17525,15784,16685,4719,56206,95135,55640,39495,901,1754,548
RETL001,retail,8,90586,70200,20386,6926,70838,17525,12652,16685,17323,4548,65517,100040,58509,41531,638,1732,502
RETL002,retail,1,151309,111917,39392,16013,114829,55197,53609,31221,34133,4318,109113,201173,86138,115035,2912,1697,285
RETL002,retail,2,158690,118411,40279,14325,119989,53609,40391,34133,35711,4300,130584,210986,90340,120646,1578,1693,271
RETL002,retail,3,163173,119967,43206,11224,121170,40391,29665,35711,36914,5627,144741,216947,92892,124055,1203,1702,345
RETL002,retail,4,167265,124805,42460,13277,125315,29665,37506,36914,37424,5880,141577,222387,95221,127166,510,1683,352
RETL002,retail,5,172282,127397,44885,22354,129102,37506,35426,37424,39129,5006,149496,229057,98077,130980,1705,1708,291
RETL002,retail,6,176956,130310,46646,19606,131913,35426,32340,39129,40732,5129,157071,235272,100739,134533,1603,1731,290
RETL002,retail,7,179627,134061,45566,21285,134408,32340,32741,40732,41079,5060,159943,238823,102259,136564,347,1720,282
RETL002,retail,8,186014,136547,49467,13202,136743,32741,81742,41079,41275,4749,119549,247315,105895,141420,196,1669,255
RETL003,retail,1,163195,128838,34357,13512,129582,46570,47181,42897,43641,8338,87790,186950,93440,93510,744,2334,511
RETL003,retail,2,169419,133024,36395,14146,133968,47181,34740,43641,44585,9452,105303,194080,97004,97076,944,2297,558
RETL003,retail,3,174011,137097,36914,18886,138303,34740,47773,44585,45791,9061,96715,199340,99633,99707,1206,2297,521
RETL003,retail,4,176380,137713,38667,11414,139117,47773,22204,45791,47195,9339,123316,202054,100990,101064,1404,2336,529
RETL003,retail,5,176743,137803,38940,18474,138126,22204,25036,47195,47518,9018,120898,202470,101198,101272,323,2347,510
RETL003,retail,6,179733,140152,39581,16963,139921,25036,66881,47518,47287,9110,82617,205895,102909,102986,-231,2297,507
RETL003,retail,7,181972,143548,38424,16481,143745,66881,58448,47287,47484,10214,92314,208460,104191,104269,197,2278,561
RETL003,retail,8,187358,145689,41669,17366,148265,58448,36991,47484,50060,9939,117640,214630,107275,107355,2576,2332,530
RETL004,retail,1,195426,152745,42681,11533,153361,24037,27020,59342,59958,13912,117355,218245,106835,111410,616,2747,712
RETL004,retail,2,203272,158912,44360,12003,162524,27020,53119,59958,63570,14874,95444,227007,111124,115883,3612,2800,732
RETL004,retail,3,211679,163247,48432,20625,165740,53119,38210,63570,66063,15473,116650,236396,115720,120676,2493,2795,731
RETL004,retail,4,221141,169838,51303,19554,172316,38210,61190,66063,68541,16045,101187,246963,120893,126070,2478,2775,726
RETL004,retail,5,234129,182797,51332,20246,186016,61190,55618,68541,71760,16695,117394,261467,127993,133474,3219,2745,713
RETL004,retail,6,240966,187195,53771,24046,190110,55618,64843,71760,74675,17293,112291,269102,131730,137372,2915,2775,718
RETL004,retail,7,249443,192240,57203,24704,194960,64843,33076,74675,77395,17782,150316,278569,136364,142205,2720,2778,713
RETL004,retail,8,255439,197935,57504,15936,200362,33076,61234,77395,79822,18572,125637,285265,139642,145623,2427,2798,727
RETL005,retail,1,126822,98822,28000,10093,104285,17484,19676,32890,38353,10126,82325,150480,82041,68439,5463,2549,798
RETL005,retail,2,129739,100929,28810,8116,101542,19676,26403,38353,38966,9989,78583,153941,83928,70013,613,2531,770
RETL005,retail,3,134725,106016,28709,8132,107855,26403,35892,38966,40805,11138,72022,159857,87153,72704,1839,2553,827
RETL005,retail,4,141922,111637,30285,15600,112845,35892,35104,40805,42013,11904,79376,168397,91809,76588,1208,2495,839
RETL005,retail,5,148471,117241,31230,8125,120263,35104,42344,42013,45035,11823,76966,176168,96046,80122,3022,2556,796
RETL005,retail,6,157038,122455,34583,18402,124245,42344,55055,45035,46825,11806,72647,186333,101588,84745,1790,2513,752
RETL005,retail,7,164564,128815,35749,10218,131349,55055,23798,46825,49359,12975,109131,195263,106456,88807,2534,2528,788
RETL005,retail,8,169511,132160,37351,15485,133134,23798,29555,49359,50333,13038,108206,201132,109656,91476,974,2502,769
RETL006,retail,1,132709,104027,28682,12507,106248,38510,45131,38826,41047,7086,81233,174497,104301,70196,2221,2352,534
RETL006,retail,2,141097,111317,29780,7556,113841,45131,40827,41047,43571,7176,93952,185526,110893,74633,2524,2349,509
RETL006,retail,3,148182,117259,30923,12625,118758,40827,37398,43571,45070,7347,105027,194842,116461,78381,1499,2313,496
RETL006,retail,4,157209,125067,32142,13274,127779,37398,45287,45070,47782,7864,105778,206711,123556,83155,2712,2312,500
RETL006,retail,5,165747,129798,35949,9257,132333,45287,36290,47782,50317,8953,122378,217938,130266,87672,2535,2309,540
RETL006,retail,6,172895,137938,34957,16570,140713,36290,50299,50317,53092,9314,114632,227337,135884,91453,2775,2335,539
RETL006,retail,7,180163,142684,37479,16734,143823,50299,78068,53092,54231,8663,95931,236893,141596,95297,1139,2289,481
RETL006,retail,8,183380,144758,38622,15973,147096,78068,58595,54231,56569,10151,115808,241123,144125,96998,2338,2346,554
RETL007,retail,1,186713,139508,47205,16536,145433,33210,35692,41435,47360,6869,89399,179320,72780,106540,5925,2641,368
RETL007,retail,2,191468,140921,50547,17116,143081,35692,54245,47360,49520,6430,73692,183887,74633,109254,2160,2693,336
RETL007,retail,3,193542,143954,49588,18514,144922,54245,44580,49520,50488,8099,82712,185879,75442,110437,968,2716,418
RETL007,retail,4,196787,145276,51511,22369,144745,44580,29095,50488,49957,6647,103297,188996,76707,112289,-531,2643,338
RETL007,retail,5,202436,150749,51687,20564,153513,29095,50978,49957,52721,8205,82517,194421,78908,115513,2764,2712,405
RETL007,retail,6,206498,153301,53197,26435,153265,50978,57705,52721,52685,8455,79477,198322,80492,117830,-36,2657,409
RETL007,retail,7,214580,157704,56876,23965,159817,57705,39395,52685,54798,8938,102953,206084,83642,122442,2113,2659,417
RETL007,retail,8,222713,165880,56833,15614,168060,39395,44600,54798,56978,7739,104578,213895,86812,127083,2180,2664,347
RETL008,retail,1,97147,70910,26237,11084,71460,18849,18366,26190,26740,6204,59026,110336,64150,46186,550,2424,639
RETL008,retail,2,102082,73532,28550,15643,74842,18366,22438,26740,28050,6607,58846,115941,67408,48533,1310,2419,647
RETL008,retail,3,107700,77672,30028,11060,79009,22438,27450,28050,29387,7057,58427,122321,71118,51203,1337,2402,655
RETL008,retail,4,110852,80865,29987,11042,82115,27450,19825,29387,30637,6676,68763,125901,73199,52702,1250,2433,602
RETL008,retail,5,114091,82169,31922,13485,83121,19825,26549,30637,31589,6499,64943,129580,75338,54242,952,2438,570
RETL008,retail,6,117982,85648,32334,13729,86193,26549,28429,31589,32134,7194,66242,133999,77907,56092,545,2398,610
RETL008,retail,7,121680,87612,34068,16699,89003,28429,39559,32134,33525,7261,57854,138199,80349,57850,1391,2426,597
RETL008,retail,8,123743,89563,34180,10994,89614,39559,34822,33525,33576,7876,64268,140542,81711,58831,51,2389,636
RETL009,retail,1,88635,69790,18845,6935,70302,27830,29094,25869,26381,7289,52488,115252,41912,73340,512,2289,822
RETL009,retail,2,92093,71560,20533,10631,72483,29094,18497,26381,27304,7976,65971,119748,43547,76201,923,2280,866
RETL009,retail,3,94139,73405,20734,6736,74269,18497,16556,27304,28168,7945,69740,122409,44515,77894,864,2301,844
RETL009,retail,4,97882,76976,20906,5303,77619,16556,28359,28168,28811,8988,61118,127276,46285,80991,643,2264,918
RETL009,retail,5,101439,78830,22609,6791,79720,28359,34795,28811,29701,8726,58679,131901,47967,83934,890,2252,860
RETL009,retail,6,106024,83531,22493,5642,84916,34795,23279,29701,31086,9632,73866,137863,50135,87728,1385,2255,908
RETL009,retail,7,110405,86634,23771,7237,87779,23279,31437,31086,32231,9552,70339,143559,52206,91353,1145,2245,865
RETL009,retail,8,115379,90092,25287,7649,91329,31437,40271,32231,33468,10426,65862,150027,54558,95469,1237,2231,904
RETL010,retail,1,53599,41216,12383,6373,41705,17657,17841,15621,16110,2047,25577,61575,38840,22735,489,2616,382
RETL010,retail,2,55050,42507,12543,3514,42850,17841,10823,16110,16453,2564,33402,63242,39892,23350,343,2602,466
RETL010,retail,3,55664,42607,13057,6559,42684,10823,20111,16453,16530,2456,24850,63947,40336,23611,77,2585,441
RETL010,retail,4,55951,42957,12994,6188,43270,20111,11620,16530,16843,2119,33695,64277,40545,23732,313,2620,379
RETL010,retail,5,57128,44121,13007,3708,44145,11620,8425,16843,16867,2212,38125,65629,41397,24232,24,2570,387
RETL010,retail,6,58850,45604,13246,6041,46089,8425,14854,16867,17352,2607,32794,67607,42645,24962,485,2567,443
RETL010,retail,7,61644,47736,13908,6564,48911,14854,22300,17352,18527,2350,27640,70817,44670,26147,1175,2616,381
RETL010,retail,8,64994,50128,14866,6747,51010,22300,20046,18527,19409,2659,32552,74666,47098,27568,882,2599,409
RETL011,retail,1,127254,90537,36717,9675,91072,29172,34001,27593,28128,3860,60961,126950,72548,54402,535,2216,303
RETL011,retail,2,127887,91340,36547,13902,91580,34001,40471,28128,28368,4431,54311,127581,72908,54673,240,2224,346
RETL011,retail,3,128717,91684,37033,20154,91634,40471,35376,28368,28318,4922,59793,128409,73381,55028,-50,2205,382
RETL011,retail,4,130584,93973,36611,11591,95174,35376,27408,28318,29519,4706,68639,130272,74446,55826,1201,2266,360
RETL011,retail,5,133093,94488,38605,17177,94919,27408,22687,29519,29950,4673,75465,132775,75876,56899,431,2256,351
RETL011,retail,6,135542,97919,37623,14352,98581,22687,22390,29950,30612,4474,77742,135218,77272,57946,662,2264,330
RETL011,retail,7,137089,97848,39241,18846,97591,22390,26922,30612,30355,4019,75465,136761,78154,58607,-257,2220,293
RETL011,retail,8,139016,99571,39445,18831,100644,26922,44405,30355,31428,4433,58418,138684,79253,59431,1073,2266,319
RETL012,retail,1,102422,77006,25416,9484,78647,30280,35323,23057,24698,7283,46975,114279,56330,57949,1641,2161,711
RETL012,retail,2,105320,78590,26730,7633,78918,35323,18249,24698,25026,7621,66617,117513,57925,59588,328,2130,724
RETL012,retail,3,107422,80255,27167,8111,81242,18249,15374,25026,26013,7506,70965,119858,59080,60778,987,2170,699
RETL012,retail,4,110211,82466,27745,7138,83161,15374,38189,26013,26708,7945,50128,122970,60614,62356,695,2172,721
RETL012,retail,5,111524,83809,27715,12064,83727,38189,29619,26708,26626,8886,59304,124435,61337,63098,-82,2140,797
RETL012,retail,6,115830,87117,28713,12545,89001,29619,25505,26626,28510,8329,66896,129240,63705,65535,1884,2206,719
RETL012,retail,7,119366,88166,31200,11349,88157,25505,32793,28510,28501,9530,62361,133185,65650,67535,-9,2140,798
RETL012,retail,8,125219,94240,30979,14291,96502,32793,19377,28501,30763,9460,80116,139716,68869,70847,2262,2202,755
RETL013,retail,1,47897,36098,11799,3520,36711,5713,5902,11923,12536,2512,29229,50179,20110,30069,613,2498,524
RETL013,retail,2,48884,36936,11948,5117,36934,5902,7595,12536,12534,2901,28183,51213,20525,30688,-2,2447,593
RETL013,retail,3,50198,37693,12505,4333,38157,7595,6455,12534,12998,2866,30271,52590,21076,31514,464,2472,571
RETL013,retail,4,51098,39081,12017,5942,39451,6455,7497,12998,13368,2790,29878,53533,21454,32079,370,2497,546
RETL013,retail,5,51818,39294,12524,6729,39195,7497,15633,13368,13269,3128,22257,54287,21757,32530,-99,2444,604
RETL013,retail,6,52160,39254,12906,5232,39264,15633,9574,13269,13279,3208,28584,54645,21900,32745,10,2430,615
RETL013,retail,7,52277,39982,12295,6014,40056,9574,16843,13279,13353,3216,21356,54768,21949,32819,74,2438,615
RETL013,retail,8,52140,39393,12747,4412,39362,16843,8999,13353,13322,3014,29289,54624,21892,32732,-31,2439,578
RETL014,retail,1,137146,102618,34528,16050,103102,31227,34481,25364,25848,8263,68729,137321,52104,85217,484,1882,602
RETL014,retail,2,139092,104549,34543,9265,104261,34481,33349,25848,25560,7728,72632,139269,52843,86426,-288,1835,556
RETL014,retail,3,140055,105264,34791,11929,106254,33349,33070,25560,26550,8595,72018,140233,53209,87024,990,1893,614
RETL014,retail,4,142671,107544,35127,19101,107885,33070,19392,26550,26891,7882,88688,142853,54203,88650,341,1882,552
RETL014,retail,5,147860,111168,36692,10103,111660,19392,42707,26891,27383,8961,68997,148048,56174,91874,492,1850,606
RETL014,retail,6,153394,116515,36879,12461,117336,42707,48381,27383,28204,9304,67700,153589,58277,95312,821,1836,607
RETL014,retail,7,160287,120245,40042,21400,121768,48381,21493,28204,29727,9655,99616,160491,60896,99595,1523,1852,602
RETL014,retail,8,165417,125320,40097,15729,126424,21493,40081,29727,30831,10020,84696,165628,62845,102783,1104,1861,606
RETL015,retail,1,174742,136944,37798,20623,138595,46540,54689,35806,37457,7569,108397,208112,111166,96946,1651,1800,433
RETL015,retail,2,179602,139112,40490,19412,140369,54689,47225,37457,38714,9027,118934,213900,114258,99642,1257,1810,503
RETL015,retail,3,186546,143476,43070,22638,145118,47225,38848,38714,40356,8850,134116,222170,118675,103495,1642,1816,474
RETL015,retail,4,195997,153498,42499,18461,155892,38848,54088,40356,42750,9573,127015,233426,124688,108738,2394,1831,488
RETL015,retail,5,205227,160549,44678,19182,161716,54088,54121,42750,43917,8972,137409,244419,130560,113859,1167,1797,437
RETL015,retail,6,211391,162898,48493,18084,164536,54121,40219,43917,45555,9613,156373,251760,134481,117279,1638,1809,455
RETL015,retail,7,219695,170824,48871,24178,171865,40219,74854,45555,46596,11129,129070,261649,139763,121886,1041,1781,507
RETL015,retail,8,230753,177730,53023,22940,180781,74854,49329,46596,49647,10874,164969,274819,146798,128021,3051,1807,471
RETL016,retail,1,160565,126167,34398,17627,126621,64851,62182,35607,36061,11842,91325,201410,111066,90344,454,1790,738
RETL016,retail,2,163457,129501,33956,11114,129391,62182,31734,36061,35951,11191,126161,205037,113066,91971,-110,1753,685
RETL016,retail,3,170148,134399,35749,15811,137366,31734,57237,35951,38918,12279,104996,213430,117694,95736,2967,1823,722
RETL016,retail,4,175222,137143,38079,12967,136945,57237,38089,38918,38720,12955,130031,219795,121204,98591,-198,1762,739
RETL016,retail,5,181939,142371,39568,11785,144338,38089,61472,38720,40687,12896,113166,228221,125851,102370,1967,1783,709
RETL016,retail,6,186638,147194,39444,13781,147703,61472,51597,40687,41196,12669,128653,234115,129101,105014,509,1760,679
RETL016,retail,7,189459,149661,39798,18175,151006,51597,79116,41196,42541,12475,103522,237654,131053,106601,1345,1790,658
RETL016,retail,8,192896,150190,42706,19919,150103,79116,70734,42541,42454,12536,116241,241965,133430,108535,-87,1755,650
RETL017,retail,1,87777,64613,23164,10899,65322,25581,28848,15695,16404,6847,41940,94039,55629,38410,709,1744,780
RETL017,retail,2,90225,65643,24582,7518,65734,28848,18363,16404,16495,6573,55230,96661,57180,39481,91,1706,729
RETL017,retail,3,91267,67192,24075,13113,67822,18363,32435,16495,17125,6821,41397,97778,57841,39937,630,1751,747
RETL017,retail,4,91689,66537,25152,7014,66369,32435,15301,17125,16957,7200,58772,98230,58108,40122,-168,1726,785
RETL017,retail,5,91491,66556,24935,11551,66822,15301,32792,16957,17223,7167,40836,98018,57983,40035,266,1757,783
RETL017,retail,6,93122,68583,24539,6167,68794,32792,22760,17223,17434,7008,52563,99765,59016,40749,211,1748,753
RETL017,retail,7,96863,71001,25862,6913,71390,22760,13732,17434,17823,7105,65113,103773,61387,42386,389,1717,734
RETL017,retail,8,101240,73227,28013,8642,73730,13732,13055,17823,18326,7542,69539,108462,64161,44301,503,1690,745
RETL018,retail,1,89850,67233,22617,11874,68624,28912,30977,25049,26440,6568,41320,105305,64621,40684,1391,2511,731
RETL018,retail,2,89643,68325,21318,7579,67716,30977,26459,26440,25831,5811,46961,105062,64472,40590,-609,2459,648
RETL018,retail,3,91637,69071,22566,8043,69678,26459,11454,25831,26438,6538,62969,107399,65906,41493,607,2462,713
RETL018,retail,4,93156,70603,22553,10780,71152,11454,27074,26438,26987,6706,48412,109179,66998,42181,549,2472,720
RETL018,retail,5,93855,70416,23439,10417,70973,27074,22506,26987,27544,6178,53770,109998,67501,42497,557,2504,658
RETL018,retail,6,95176,72467,22709,6796,72713,22506,14722,27544,27790,6174,62861,111547,68451,43096,246,2491,649
RETL018,retail,7,98850,74991,23859,12394,75913,14722,25673,27790,28712,6632,54836,115853,71093,44760,922,2478,671
RETL018,retail,8,103984,78861,25123,8885,80118,25673,33074,28712,29969,7220,51607,121870,74786,47084,1257,2459,694
RETL019,retail,1,119542,86188,33354,13995,90157,15223,15389,23678,27647,10325,73158,126519,63650,62869,3969,2185,864
RETL019,retail,2,119090,86485,32605,9998,86620,15389,33380,27647,27782,10190,54689,126041,63410,62631,135,2204,856
RETL019,retail,3,122399,89548,32851,14537,90963,33380,32459,27782,29197,10922,56965,129543,65171,64372,1415,2254,892
RETL019,retail,4,126908,91467,35441,12303,92031,32459,16943,29197,29761,11246,76365,134315,67572,66743,564,2216,886
RETL019,retail,5,132072,96850,35222,10821,97829,16943,33450,29761,30740,11124,64467,139781,70322,69459,979,2199,842
